;file;cue;rt;run;group;ID
4364;Resta_15_MID_Teil2_2020-06-09_16-19-10;1;331;56;0;Resta_15
43661;Resta_15_MID_Teil2_2020-06-09_16-19-10;2;241;55;0;Resta_15
43671;Resta_15_MID_Teil2_2020-06-09_16-19-10;1;232;57;0;Resta_15
43681;Resta_15_MID_Teil2_2020-06-09_16-19-10;3;362;56;0;Resta_15
43691;Resta_15_MID_Teil2_2020-06-09_16-19-10;2;180;56;0;Resta_15
43711;Resta_15_MID_Teil2_2020-06-09_16-19-10;2;236;57;0;Resta_15
43721;Resta_15_MID_Teil2_2020-06-09_16-19-10;1;234;58;0;Resta_15
43731;Resta_15_MID_Teil2_2020-06-09_16-19-10;1;246;59;0;Resta_15
43741;Resta_15_MID_Teil2_2020-06-09_16-19-10;3;72;58;0;Resta_15
43751;Resta_15_MID_Teil2_2020-06-09_16-19-10;2;194;58;0;Resta_15
43771;Resta_15_MID_Teil2_2020-06-09_16-19-10;2;172;59;0;Resta_15
4378;Resta_15_MID_Teil2_2020-06-09_16-19-10;3;22;59;0;Resta_15
43791;Resta_15_MID_Teil2_2020-06-09_16-19-10;1;54;61;0;Resta_15
4380;Resta_15_MID_Teil2_2020-06-09_16-19-10;2;235;60;0;Resta_15
4381;Resta_15_MID_Teil2_2020-06-09_16-19-10;3;144;60;0;Resta_15
4382;Resta_15_MID_Teil2_2020-06-09_16-19-10;1;46;62;0;Resta_15
43831;Resta_15_MID_Teil2_2020-06-09_16-19-10;2;205;61;0;Resta_15
43851;Resta_15_MID_Teil2_2020-06-09_16-19-10;2;11;62;0;Resta_15
43881;Resta_15_MID_Teil2_2020-06-09_16-19-10;3;272;63;0;Resta_15
43891;Resta_15_MID_Teil2_2020-06-09_16-19-10;2;332;63;0;Resta_15
4391;Resta_15_MID_Teil2_2020-06-09_16-19-10;1;266;65;0;Resta_15
43921;Resta_15_MID_Teil2_2020-06-09_16-19-10;2;256;64;0;Resta_15
4393;Resta_15_MID_Teil2_2020-06-09_16-19-10;3;317;64;0;Resta_15
43941;Resta_15_MID_Teil2_2020-06-09_16-19-10;3;368;65;0;Resta_15
43951;Resta_15_MID_Teil2_2020-06-09_16-19-10;2;225;65;0;Resta_15
43961;Resta_15_MID_Teil2_2020-06-09_16-19-10;1;223;66;0;Resta_15
4397;Resta_15_MID_Teil2_2020-06-09_16-19-10;1;246;67;0;Resta_15
43991;Resta_15_MID_Teil2_2020-06-09_16-19-10;2;265;66;0;Resta_15
4400;Resta_15_MID_Teil2_2020-06-09_16-19-10;2;175;67;0;Resta_15
44011;Resta_15_MID_Teil2_2020-06-09_16-19-10;2;246;68;0;Resta_15
44021;Resta_15_MID_Teil2_2020-06-09_16-19-10;1;194;68;0;Resta_15
44031;Resta_15_MID_Teil2_2020-06-09_16-19-10;3;201;67;0;Resta_15
44041;Resta_15_MID_Teil2_2020-06-09_16-19-10;2;184;69;0;Resta_15
4405;Resta_15_MID_Teil2_2020-06-09_16-19-10;1;229;69;0;Resta_15
4410;Resta_15_MID_Teil2_2020-06-09_16-19-10;1;216;71;0;Resta_15
44121;Resta_15_MID_Teil2_2020-06-09_16-19-10;3;399;70;0;Resta_15
44131;Resta_15_MID_Teil2_2020-06-09_16-19-10;3;353;71;0;Resta_15
44141;Resta_15_MID_Teil2_2020-06-09_16-19-10;2;270;72;0;Resta_15
44161;Resta_15_MID_Teil2_2020-06-09_16-19-10;2;240;73;0;Resta_15
44171;Resta_15_MID_Teil2_2020-06-09_16-19-10;3;252;72;0;Resta_15
44181;Resta_15_MID_Teil2_2020-06-09_16-19-10;1;234;73;0;Resta_15
4419;Resta_15_MID_Teil2_2020-06-09_16-19-10;3;295;73;0;Resta_15
4420;Resta_15_MID_Teil2_2020-06-09_16-19-10;1;390;74;0;Resta_15
4421;Resta_15_MID_Teil2_2020-06-09_16-19-10;2;255;74;0;Resta_15
4422;Resta_15_MID_Teil2_2020-06-09_16-19-10;2;264;75;0;Resta_15
44241;Resta_15_MID_Teil2_2020-06-09_16-19-10;1;273;75;0;Resta_15
4425;Resta_15_MID_Teil2_2020-06-09_16-19-10;2;252;76;0;Resta_15
44261;Resta_15_MID_Teil2_2020-06-09_16-19-10;3;210;75;0;Resta_15
44271;Resta_15_MID_Teil2_2020-06-09_16-19-10;1;297;76;0;Resta_15
44281;Resta_15_MID_Teil2_2020-06-09_16-19-10;2;248;77;0;Resta_15
44291;Resta_15_MID_Teil2_2020-06-09_16-19-10;1;235;77;0;Resta_15
44301;Resta_15_MID_Teil2_2020-06-09_16-19-10;3;6;76;0;Resta_15
44311;Resta_15_MID_Teil2_2020-06-09_16-19-10;2;187;78;0;Resta_15
4432;Resta_15_MID_Teil2_2020-06-09_16-19-10;1;9;78;0;Resta_15
44351;Resta_15_MID_Teil2_2020-06-09_16-19-10;3;87;78;0;Resta_15
4438;Resta_15_MID_Teil2_2020-06-09_16-19-10;1;190;80;0;Resta_15
44411;Resta_15_MID_Teil2_2020-06-09_16-19-10;2;190;81;0;Resta_15
44421;Resta_15_MID_Teil2_2020-06-09_16-19-10;1;20;81;0;Resta_15
4443;Resta_15_MID_Teil2_2020-06-09_16-19-10;1;230;82;0;Resta_15
4444;Resta_15_MID_Teil2_2020-06-09_16-19-10;3;370;81;0;Resta_15
44451;Resta_15_MID_Teil2_2020-06-09_16-19-10;2;134;82;0;Resta_15
44461;Resta_15_MID_Teil2_2020-06-09_16-19-10;3;170;82;0;Resta_15
44471;Resta_15_MID_Teil2_2020-06-09_16-19-10;2;28;83;0;Resta_15
44491;Resta_15_MID_Teil2_2020-06-09_16-19-10;1;20;84;0;Resta_15
44501;Resta_15_MID_Teil2_2020-06-09_16-19-10;3;232;83;0;Resta_15
4452;Resta_15_MID_Teil2_2020-06-09_16-19-10;2;115;85;0;Resta_15
44541;Resta_15_MID_Teil2_2020-06-09_16-19-10;1;56;85;0;Resta_15
44561;Resta_15_MID_Teil2_2020-06-09_16-19-10;3;237;85;0;Resta_15
44571;Resta_15_MID_Teil2_2020-06-09_16-19-10;2;182;86;0;Resta_15
44591;Resta_15_MID_Teil2_2020-06-09_16-19-10;2;252;87;0;Resta_15
44601;Resta_15_MID_Teil2_2020-06-09_16-19-10;3;280;86;0;Resta_15
44611;Resta_15_MID_Teil2_2020-06-09_16-19-10;1;221;88;0;Resta_15
4462;Resta_15_MID_Teil2_2020-06-09_16-19-10;3;220;87;0;Resta_15
4463;Resta_15_MID_Teil2_2020-06-09_16-19-10;2;242;88;0;Resta_15
4464;Resta_15_MID_Teil2_2020-06-09_16-19-10;2;245;89;0;Resta_15
44651;Resta_15_MID_Teil2_2020-06-09_16-19-10;1;146;89;0;Resta_15
44661;Resta_15_MID_Teil2_2020-06-09_16-19-10;3;236;88;0;Resta_15
44671;Resta_15_MID_Teil2_2020-06-09_16-19-10;2;225;90;0;Resta_15
4468;Resta_15_MID_Teil2_2020-06-09_16-19-10;1;208;90;0;Resta_15
4470;Resta_15_MID_Teil2_2020-06-09_16-19-10;3;201;90;0;Resta_15
44711;Resta_15_MID_Teil2_2020-06-09_16-19-10;1;38;91;0;Resta_15
44721;Resta_15_MID_Teil2_2020-06-09_16-19-10;2;188;91;0;Resta_15
44731;Resta_15_MID_Teil2_2020-06-09_16-19-10;3;216;91;0;Resta_15
4474;Resta_15_MID_Teil2_2020-06-09_16-19-10;1;205;92;0;Resta_15
44781;Resta_15_MID_Teil2_2020-06-09_16-19-10;2;100;93;0;Resta_15
44791;Resta_15_MID_Teil2_2020-06-09_16-19-10;1;101;94;0;Resta_15
44811;Resta_15_MID_Teil2_2020-06-09_16-19-10;2;204;94;0;Resta_15
4482;Resta_15_MID_Teil2_2020-06-09_16-19-10;2;209;95;0;Resta_15
44831;Resta_15_MID_Teil2_2020-06-09_16-19-10;3;206;94;0;Resta_15
44841;Resta_15_MID_Teil2_2020-06-09_16-19-10;1;172;95;0;Resta_15
4487;Resta_15_MID_Teil2_2020-06-09_16-19-10;3;267;95;0;Resta_15
44881;Resta_15_MID_Teil2_2020-06-09_16-19-10;1;244;97;0;Resta_15
4489;Resta_15_MID_Teil2_2020-06-09_16-19-10;3;297;96;0;Resta_15
44901;Resta_15_MID_Teil2_2020-06-09_16-19-10;2;255;97;0;Resta_15
4491;Resta_15_MID_Teil2_2020-06-09_16-19-10;2;228;98;0;Resta_15
44921;Resta_15_MID_Teil2_2020-06-09_16-19-10;1;174;98;0;Resta_15
44931;Resta_15_MID_Teil2_2020-06-09_16-19-10;3;277;97;0;Resta_15
44941;Resta_15_MID_Teil2_2020-06-09_16-19-10;2;133;99;0;Resta_15
44961;Resta_15_MID_Teil2_2020-06-09_16-19-10;1;205;99;0;Resta_15
44981;Resta_15_MID_Teil2_2020-06-09_16-19-10;2;227;100;0;Resta_15
44991;Resta_15_MID_Teil2_2020-06-09_16-19-10;3;242;99;0;Resta_15
4500;Resta_15_MID_Teil2_2020-06-09_16-19-10;3;289;100;0;Resta_15
45011;Resta_16_MID_Teil2_2020-06-15_10-05-32;3;217;1;0;Resta_16
45071;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;204;3;0;Resta_16
45081;Resta_16_MID_Teil2_2020-06-15_10-05-32;2;412;3;0;Resta_16
4509;Resta_16_MID_Teil2_2020-06-15_10-05-32;3;383;3;0;Resta_16
45101;Resta_16_MID_Teil2_2020-06-15_10-05-32;2;208;4;0;Resta_16
4511;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;357;4;0;Resta_16
45121;Resta_16_MID_Teil2_2020-06-15_10-05-32;3;271;4;0;Resta_16
4513;Resta_16_MID_Teil2_2020-06-15_10-05-32;2;305;5;0;Resta_16
45161;Resta_16_MID_Teil2_2020-06-15_10-05-32;3;222;6;0;Resta_16
45171;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;223;6;0;Resta_16
45181;Resta_16_MID_Teil2_2020-06-15_10-05-32;2;227;6;0;Resta_16
45191;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;438;7;0;Resta_16
45201;Resta_16_MID_Teil2_2020-06-15_10-05-32;2;241;7;0;Resta_16
4524;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;413;8;0;Resta_16
45251;Resta_16_MID_Teil2_2020-06-15_10-05-32;2;460;9;0;Resta_16
45281;Resta_16_MID_Teil2_2020-06-15_10-05-32;3;137;10;0;Resta_16
4529;Resta_16_MID_Teil2_2020-06-15_10-05-32;2;302;10;0;Resta_16
45301;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;436;10;0;Resta_16
45311;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;251;11;0;Resta_16
4532;Resta_16_MID_Teil2_2020-06-15_10-05-32;3;383;11;0;Resta_16
45331;Resta_16_MID_Teil2_2020-06-15_10-05-32;2;263;11;0;Resta_16
4535;Resta_16_MID_Teil2_2020-06-15_10-05-32;2;364;12;0;Resta_16
45361;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;275;12;0;Resta_16
45371;Resta_16_MID_Teil2_2020-06-15_10-05-32;2;430;13;0;Resta_16
45381;Resta_16_MID_Teil2_2020-06-15_10-05-32;3;256;13;0;Resta_16
45391;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;259;13;0;Resta_16
45401;Resta_16_MID_Teil2_2020-06-15_10-05-32;3;481;14;0;Resta_16
4541;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;324;14;0;Resta_16
45421;Resta_16_MID_Teil2_2020-06-15_10-05-32;2;293;14;0;Resta_16
4545;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;405;15;0;Resta_16
45471;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;475;16;0;Resta_16
45491;Resta_16_MID_Teil2_2020-06-15_10-05-32;2;353;17;0;Resta_16
45501;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;446;17;0;Resta_16
45511;Resta_16_MID_Teil2_2020-06-15_10-05-32;3;482;17;0;Resta_16
4552;Resta_16_MID_Teil2_2020-06-15_10-05-32;3;220;18;0;Resta_16
4553;Resta_16_MID_Teil2_2020-06-15_10-05-32;2;341;18;0;Resta_16
4554;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;426;18;0;Resta_16
45561;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;381;19;0;Resta_16
45571;Resta_16_MID_Teil2_2020-06-15_10-05-32;3;487;19;0;Resta_16
45581;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;232;20;0;Resta_16
45591;Resta_16_MID_Teil2_2020-06-15_10-05-32;2;226;20;0;Resta_16
4560;Resta_16_MID_Teil2_2020-06-15_10-05-32;3;388;20;0;Resta_16
45611;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;276;21;0;Resta_16
45641;Resta_16_MID_Teil2_2020-06-15_10-05-32;3;375;22;0;Resta_16
45661;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;242;22;0;Resta_16
4567;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;252;23;0;Resta_16
45681;Resta_16_MID_Teil2_2020-06-15_10-05-32;2;182;23;0;Resta_16
45701;Resta_16_MID_Teil2_2020-06-15_10-05-32;2;424;24;0;Resta_16
4571;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;298;24;0;Resta_16
45721;Resta_16_MID_Teil2_2020-06-15_10-05-32;3;494;24;0;Resta_16
45731;Resta_16_MID_Teil2_2020-06-15_10-05-32;3;439;25;0;Resta_16
45741;Resta_16_MID_Teil2_2020-06-15_10-05-32;2;240;25;0;Resta_16
45751;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;272;25;0;Resta_16
45761;Resta_16_MID_Teil2_2020-06-15_10-05-32;2;227;26;0;Resta_16
45771;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;271;26;0;Resta_16
45781;Resta_16_MID_Teil2_2020-06-15_10-05-32;3;250;26;0;Resta_16
45821;Resta_16_MID_Teil2_2020-06-15_10-05-32;3;233;28;0;Resta_16
45831;Resta_16_MID_Teil2_2020-06-15_10-05-32;2;238;28;0;Resta_16
45841;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;292;28;0;Resta_16
4585;Resta_16_MID_Teil2_2020-06-15_10-05-32;2;434;29;0;Resta_16
45891;Resta_16_MID_Teil2_2020-06-15_10-05-32;3;373;30;0;Resta_16
45901;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;201;30;0;Resta_16
45911;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;427;31;0;Resta_16
45921;Resta_16_MID_Teil2_2020-06-15_10-05-32;2;218;31;0;Resta_16
45931;Resta_16_MID_Teil2_2020-06-15_10-05-32;3;235;31;0;Resta_16
45961;Resta_16_MID_Teil2_2020-06-15_10-05-32;3;399;32;0;Resta_16
45981;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;384;33;0;Resta_16
4599;Resta_16_MID_Teil2_2020-06-15_10-05-32;3;496;33;0;Resta_16
46001;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;223;34;0;Resta_16
4601;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;251;35;0;Resta_16
46031;Resta_16_MID_Teil2_2020-06-15_10-05-32;2;215;34;0;Resta_16
4604;Resta_16_MID_Teil2_2020-06-15_10-05-32;2;238;35;0;Resta_16
46051;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;213;36;0;Resta_16
4606;Resta_16_MID_Teil2_2020-06-15_10-05-32;3;225;35;0;Resta_16
46081;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;227;37;0;Resta_16
46091;Resta_16_MID_Teil2_2020-06-15_10-05-32;2;215;36;0;Resta_16
46101;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;240;38;0;Resta_16
46111;Resta_16_MID_Teil2_2020-06-15_10-05-32;2;217;37;0;Resta_16
46131;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;186;39;0;Resta_16
4614;Resta_16_MID_Teil2_2020-06-15_10-05-32;2;233;38;0;Resta_16
46171;Resta_16_MID_Teil2_2020-06-15_10-05-32;2;249;39;0;Resta_16
46181;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;233;40;0;Resta_16
4619;Resta_16_MID_Teil2_2020-06-15_10-05-32;3;218;40;0;Resta_16
4620;Resta_16_MID_Teil2_2020-06-15_10-05-32;2;220;40;0;Resta_16
46211;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;225;41;0;Resta_16
46221;Resta_16_MID_Teil2_2020-06-15_10-05-32;3;258;41;0;Resta_16
4623;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;224;42;0;Resta_16
46241;Resta_16_MID_Teil2_2020-06-15_10-05-32;2;231;41;0;Resta_16
4627;Resta_16_MID_Teil2_2020-06-15_10-05-32;2;233;42;0;Resta_16
4629;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;230;44;0;Resta_16
46301;Resta_16_MID_Teil2_2020-06-15_10-05-32;2;279;43;0;Resta_16
46321;Resta_16_MID_Teil2_2020-06-15_10-05-32;2;240;44;0;Resta_16
4633;Resta_16_MID_Teil2_2020-06-15_10-05-32;3;267;44;0;Resta_16
46341;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;191;46;0;Resta_16
46351;Resta_16_MID_Teil2_2020-06-15_10-05-32;2;211;45;0;Resta_16
46361;Resta_16_MID_Teil2_2020-06-15_10-05-32;3;269;45;0;Resta_16
46381;Resta_16_MID_Teil2_2020-06-15_10-05-32;2;195;46;0;Resta_16
4640;Resta_16_MID_Teil2_2020-06-15_10-05-32;2;225;47;0;Resta_16
46411;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;238;48;0;Resta_16
46431;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;394;49;0;Resta_16
46451;Resta_16_MID_Teil2_2020-06-15_10-05-32;2;289;48;0;Resta_16
46461;Resta_16_MID_Teil2_2020-06-15_10-05-32;2;243;49;0;Resta_16
46471;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;239;50;0;Resta_16
4648;Resta_16_MID_Teil2_2020-06-15_10-05-32;3;297;49;0;Resta_16
46491;Resta_16_MID_Teil2_2020-06-15_10-05-32;3;318;50;0;Resta_16
4650;Resta_16_MID_Teil2_2020-06-15_10-05-32;2;245;50;0;Resta_16
4651;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;255;51;0;Resta_16
4654;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;208;52;0;Resta_16
4655;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;209;53;0;Resta_16
46571;Resta_16_MID_Teil2_2020-06-15_10-05-32;3;236;52;0;Resta_16
46581;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;205;54;0;Resta_16
46591;Resta_16_MID_Teil2_2020-06-15_10-05-32;2;238;53;0;Resta_16
46601;Resta_16_MID_Teil2_2020-06-15_10-05-32;3;352;53;0;Resta_16
46611;Resta_16_MID_Teil2_2020-06-15_10-05-32;3;263;54;0;Resta_16
46621;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;232;55;0;Resta_16
46631;Resta_16_MID_Teil2_2020-06-15_10-05-32;2;272;54;0;Resta_16
4664;Resta_16_MID_Teil2_2020-06-15_10-05-32;3;311;55;0;Resta_16
4665;Resta_16_MID_Teil2_2020-06-15_10-05-32;2;287;55;0;Resta_16
46661;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;254;56;0;Resta_16
46691;Resta_16_MID_Teil2_2020-06-15_10-05-32;2;98;56;0;Resta_16
46701;Resta_16_MID_Teil2_2020-06-15_10-05-32;3;271;57;0;Resta_16
46711;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;212;58;0;Resta_16
46721;Resta_16_MID_Teil2_2020-06-15_10-05-32;2;229;57;0;Resta_16
46731;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;213;59;0;Resta_16
4674;Resta_16_MID_Teil2_2020-06-15_10-05-32;3;262;58;0;Resta_16
46751;Resta_16_MID_Teil2_2020-06-15_10-05-32;2;210;58;0;Resta_16
46771;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;20;60;0;Resta_16
46791;Resta_16_MID_Teil2_2020-06-15_10-05-32;3;234;60;0;Resta_16
46801;Resta_16_MID_Teil2_2020-06-15_10-05-32;2;127;60;0;Resta_16
46811;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;83;61;0;Resta_16
46821;Resta_16_MID_Teil2_2020-06-15_10-05-32;2;224;61;0;Resta_16
4683;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;206;62;0;Resta_16
46851;Resta_16_MID_Teil2_2020-06-15_10-05-32;3;199;62;0;Resta_16
46861;Resta_16_MID_Teil2_2020-06-15_10-05-32;2;201;62;0;Resta_16
46871;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;106;63;0;Resta_16
46881;Resta_16_MID_Teil2_2020-06-15_10-05-32;3;209;63;0;Resta_16
46901;Resta_16_MID_Teil2_2020-06-15_10-05-32;2;193;63;0;Resta_16
46931;Resta_16_MID_Teil2_2020-06-15_10-05-32;2;211;64;0;Resta_16
46941;Resta_16_MID_Teil2_2020-06-15_10-05-32;3;241;65;0;Resta_16
4695;Resta_16_MID_Teil2_2020-06-15_10-05-32;2;130;65;0;Resta_16
4696;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;206;66;0;Resta_16
46971;Resta_16_MID_Teil2_2020-06-15_10-05-32;2;151;66;0;Resta_16
46981;Resta_16_MID_Teil2_2020-06-15_10-05-32;3;196;66;0;Resta_16
47021;Resta_16_MID_Teil2_2020-06-15_10-05-32;3;193;67;0;Resta_16
47031;Resta_16_MID_Teil2_2020-06-15_10-05-32;2;209;67;0;Resta_16
47061;Resta_16_MID_Teil2_2020-06-15_10-05-32;3;225;68;0;Resta_16
47071;Resta_16_MID_Teil2_2020-06-15_10-05-32;3;239;69;0;Resta_16
47101;Resta_16_MID_Teil2_2020-06-15_10-05-32;3;240;70;0;Resta_16
4711;Resta_16_MID_Teil2_2020-06-15_10-05-32;2;239;70;0;Resta_16
47121;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;238;72;0;Resta_16
47131;Resta_16_MID_Teil2_2020-06-15_10-05-32;3;452;71;0;Resta_16
4714;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;211;73;0;Resta_16
47151;Resta_16_MID_Teil2_2020-06-15_10-05-32;2;211;71;0;Resta_16
47161;Resta_16_MID_Teil2_2020-06-15_10-05-32;2;214;72;0;Resta_16
47181;Resta_16_MID_Teil2_2020-06-15_10-05-32;3;262;72;0;Resta_16
47191;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;234;75;0;Resta_16
4720;Resta_16_MID_Teil2_2020-06-15_10-05-32;3;295;73;0;Resta_16
4722;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;216;76;0;Resta_16
47231;Resta_16_MID_Teil2_2020-06-15_10-05-32;3;423;74;0;Resta_16
47241;Resta_16_MID_Teil2_2020-06-15_10-05-32;2;199;74;0;Resta_16
4725;Resta_16_MID_Teil2_2020-06-15_10-05-32;3;345;75;0;Resta_16
47261;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;242;77;0;Resta_16
47271;Resta_16_MID_Teil2_2020-06-15_10-05-32;2;225;75;0;Resta_16
47281;Resta_16_MID_Teil2_2020-06-15_10-05-32;3;231;76;0;Resta_16
47291;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;218;78;0;Resta_16
47301;Resta_16_MID_Teil2_2020-06-15_10-05-32;2;250;76;0;Resta_16
47321;Resta_16_MID_Teil2_2020-06-15_10-05-32;3;224;77;0;Resta_16
4733;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;208;79;0;Resta_16
4735;Resta_16_MID_Teil2_2020-06-15_10-05-32;2;203;78;0;Resta_16
47361;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;220;80;0;Resta_16
4738;Resta_16_MID_Teil2_2020-06-15_10-05-32;2;292;79;0;Resta_16
47401;Resta_16_MID_Teil2_2020-06-15_10-05-32;2;228;80;0;Resta_16
47411;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;258;82;0;Resta_16
47421;Resta_16_MID_Teil2_2020-06-15_10-05-32;3;228;80;0;Resta_16
47431;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;291;83;0;Resta_16
4744;Resta_16_MID_Teil2_2020-06-15_10-05-32;2;210;81;0;Resta_16
47461;Resta_16_MID_Teil2_2020-06-15_10-05-32;3;236;82;0;Resta_16
47501;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;210;85;0;Resta_16
47511;Resta_16_MID_Teil2_2020-06-15_10-05-32;2;224;83;0;Resta_16
4752;Resta_16_MID_Teil2_2020-06-15_10-05-32;2;192;84;0;Resta_16
4753;Resta_16_MID_Teil2_2020-06-15_10-05-32;3;243;84;0;Resta_16
47541;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;209;86;0;Resta_16
47551;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;191;87;0;Resta_16
47561;Resta_16_MID_Teil2_2020-06-15_10-05-32;3;232;85;0;Resta_16
47571;Resta_16_MID_Teil2_2020-06-15_10-05-32;2;198;85;0;Resta_16
47581;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;191;88;0;Resta_16
47591;Resta_16_MID_Teil2_2020-06-15_10-05-32;2;214;86;0;Resta_16
47601;Resta_16_MID_Teil2_2020-06-15_10-05-32;3;242;86;0;Resta_16
47641;Resta_16_MID_Teil2_2020-06-15_10-05-32;2;208;88;0;Resta_16
47661;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;224;90;0;Resta_16
4767;Resta_16_MID_Teil2_2020-06-15_10-05-32;3;244;89;0;Resta_16
47681;Resta_16_MID_Teil2_2020-06-15_10-05-32;2;217;89;0;Resta_16
47691;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;244;91;0;Resta_16
4771;Resta_16_MID_Teil2_2020-06-15_10-05-32;3;268;90;0;Resta_16
47721;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;215;92;0;Resta_16
47731;Resta_16_MID_Teil2_2020-06-15_10-05-32;3;235;91;0;Resta_16
47751;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;211;93;0;Resta_16
4776;Resta_16_MID_Teil2_2020-06-15_10-05-32;3;267;92;0;Resta_16
47771;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;203;94;0;Resta_16
47781;Resta_16_MID_Teil2_2020-06-15_10-05-32;2;277;92;0;Resta_16
47791;Resta_16_MID_Teil2_2020-06-15_10-05-32;3;299;93;0;Resta_16
47801;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;245;95;0;Resta_16
47821;Resta_16_MID_Teil2_2020-06-15_10-05-32;2;218;94;0;Resta_16
4785;Resta_16_MID_Teil2_2020-06-15_10-05-32;2;183;95;0;Resta_16
4786;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;206;97;0;Resta_16
47871;Resta_16_MID_Teil2_2020-06-15_10-05-32;3;201;95;0;Resta_16
47881;Resta_16_MID_Teil2_2020-06-15_10-05-32;2;217;96;0;Resta_16
4789;Resta_16_MID_Teil2_2020-06-15_10-05-32;3;229;96;0;Resta_16
47901;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;213;98;0;Resta_16
47911;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;62;99;0;Resta_16
47921;Resta_16_MID_Teil2_2020-06-15_10-05-32;2;215;97;0;Resta_16
4795;Resta_16_MID_Teil2_2020-06-15_10-05-32;2;207;98;0;Resta_16
47961;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;215;100;0;Resta_16
4797;Resta_16_MID_Teil2_2020-06-15_10-05-32;1;226;101;0;Resta_16
47981;Resta_16_MID_Teil2_2020-06-15_10-05-32;3;226;99;0;Resta_16
