;file;cue;rt;run;group;ID
3177;Rests_13_MID_Teil2_2020-07-31_10-44-22;1;228;52;1;Rests_13
3179;Rests_13_MID_Teil2_2020-07-31_10-44-22;3;217;54;1;Rests_13
3181;Rests_13_MID_Teil2_2020-07-31_10-44-22;1;220;53;1;Rests_13
3182;Rests_13_MID_Teil2_2020-07-31_10-44-22;1;227;54;1;Rests_13
3183;Rests_13_MID_Teil2_2020-07-31_10-44-22;2;230;54;1;Rests_13
3184;Rests_13_MID_Teil2_2020-07-31_10-44-22;3;227;55;1;Rests_13
3185;Rests_13_MID_Teil2_2020-07-31_10-44-22;1;229;55;1;Rests_13
3186;Rests_13_MID_Teil2_2020-07-31_10-44-22;2;228;55;1;Rests_13
3187;Rests_13_MID_Teil2_2020-07-31_10-44-22;3;188;56;1;Rests_13
3190;Rests_13_MID_Teil2_2020-07-31_10-44-22;1;204;56;1;Rests_13
3191;Rests_13_MID_Teil2_2020-07-31_10-44-22;1;182;57;1;Rests_13
3192;Rests_13_MID_Teil2_2020-07-31_10-44-22;3;214;58;1;Rests_13
3193;Rests_13_MID_Teil2_2020-07-31_10-44-22;2;199;57;1;Rests_13
3194;Rests_13_MID_Teil2_2020-07-31_10-44-22;1;205;58;1;Rests_13
3195;Rests_13_MID_Teil2_2020-07-31_10-44-22;2;215;58;1;Rests_13
3196;Rests_13_MID_Teil2_2020-07-31_10-44-22;3;193;59;1;Rests_13
3201;Rests_13_MID_Teil2_2020-07-31_10-44-22;1;180;60;1;Rests_13
3202;Rests_13_MID_Teil2_2020-07-31_10-44-22;3;206;61;1;Rests_13
3203;Rests_13_MID_Teil2_2020-07-31_10-44-22;1;241;61;1;Rests_13
3204;Rests_13_MID_Teil2_2020-07-31_10-44-22;3;206;62;1;Rests_13
3205;Rests_13_MID_Teil2_2020-07-31_10-44-22;2;214;61;1;Rests_13
3206;Rests_13_MID_Teil2_2020-07-31_10-44-22;2;201;62;1;Rests_13
3207;Rests_13_MID_Teil2_2020-07-31_10-44-22;3;213;63;1;Rests_13
3211;Rests_13_MID_Teil2_2020-07-31_10-44-22;2;231;63;1;Rests_13
3213;Rests_13_MID_Teil2_2020-07-31_10-44-22;3;192;65;1;Rests_13
3214;Rests_13_MID_Teil2_2020-07-31_10-44-22;1;213;64;1;Rests_13
3215;Rests_13_MID_Teil2_2020-07-31_10-44-22;1;206;65;1;Rests_13
3216;Rests_13_MID_Teil2_2020-07-31_10-44-22;3;184;66;1;Rests_13
3217;Rests_13_MID_Teil2_2020-07-31_10-44-22;2;211;65;1;Rests_13
3218;Rests_13_MID_Teil2_2020-07-31_10-44-22;3;193;67;1;Rests_13
3219;Rests_13_MID_Teil2_2020-07-31_10-44-22;1;236;66;1;Rests_13
3220;Rests_13_MID_Teil2_2020-07-31_10-44-22;2;200;66;1;Rests_13
3223;Rests_13_MID_Teil2_2020-07-31_10-44-22;3;251;68;1;Rests_13
3224;Rests_13_MID_Teil2_2020-07-31_10-44-22;1;237;67;1;Rests_13
3225;Rests_13_MID_Teil2_2020-07-31_10-44-22;1;208;68;1;Rests_13
3226;Rests_13_MID_Teil2_2020-07-31_10-44-22;2;224;69;1;Rests_13
3227;Rests_13_MID_Teil2_2020-07-31_10-44-22;3;194;69;1;Rests_13
3228;Rests_13_MID_Teil2_2020-07-31_10-44-22;1;202;69;1;Rests_13
3229;Rests_13_MID_Teil2_2020-07-31_10-44-22;3;205;70;1;Rests_13
3232;Rests_13_MID_Teil2_2020-07-31_10-44-22;3;25;71;1;Rests_13
3233;Rests_13_MID_Teil2_2020-07-31_10-44-22;1;224;70;1;Rests_13
3234;Rests_13_MID_Teil2_2020-07-31_10-44-22;3;254;72;1;Rests_13
3235;Rests_13_MID_Teil2_2020-07-31_10-44-22;1;217;71;1;Rests_13
3237;Rests_13_MID_Teil2_2020-07-31_10-44-22;3;224;73;1;Rests_13
3239;Rests_13_MID_Teil2_2020-07-31_10-44-22;2;223;73;1;Rests_13
3240;Rests_13_MID_Teil2_2020-07-31_10-44-22;2;225;74;1;Rests_13
3241;Rests_13_MID_Teil2_2020-07-31_10-44-22;1;212;73;1;Rests_13
3242;Rests_13_MID_Teil2_2020-07-31_10-44-22;3;233;74;1;Rests_13
3243;Rests_13_MID_Teil2_2020-07-31_10-44-22;1;212;74;1;Rests_13
3244;Rests_13_MID_Teil2_2020-07-31_10-44-22;3;191;75;1;Rests_13
3248;Rests_13_MID_Teil2_2020-07-31_10-44-22;1;247;75;1;Rests_13
3249;Rests_13_MID_Teil2_2020-07-31_10-44-22;2;154;77;1;Rests_13
3250;Rests_13_MID_Teil2_2020-07-31_10-44-22;3;202;77;1;Rests_13
3251;Rests_13_MID_Teil2_2020-07-31_10-44-22;1;212;76;1;Rests_13
3252;Rests_13_MID_Teil2_2020-07-31_10-44-22;1;206;77;1;Rests_13
3253;Rests_13_MID_Teil2_2020-07-31_10-44-22;2;203;78;1;Rests_13
3254;Rests_13_MID_Teil2_2020-07-31_10-44-22;3;141;78;1;Rests_13
3255;Rests_13_MID_Teil2_2020-07-31_10-44-22;2;211;79;1;Rests_13
3256;Rests_13_MID_Teil2_2020-07-31_10-44-22;3;192;79;1;Rests_13
3260;Rests_13_MID_Teil2_2020-07-31_10-44-22;2;196;80;1;Rests_13
3261;Rests_13_MID_Teil2_2020-07-31_10-44-22;3;204;81;1;Rests_13
3262;Rests_13_MID_Teil2_2020-07-31_10-44-22;2;209;81;1;Rests_13
3263;Rests_13_MID_Teil2_2020-07-31_10-44-22;1;212;80;1;Rests_13
3264;Rests_13_MID_Teil2_2020-07-31_10-44-22;1;220;81;1;Rests_13
3265;Rests_13_MID_Teil2_2020-07-31_10-44-22;3;3;82;1;Rests_13
3270;Rests_13_MID_Teil2_2020-07-31_10-44-22;1;209;83;1;Rests_13
3271;Rests_13_MID_Teil2_2020-07-31_10-44-22;2;210;84;1;Rests_13
3272;Rests_13_MID_Teil2_2020-07-31_10-44-22;3;229;84;1;Rests_13
3274;Rests_13_MID_Teil2_2020-07-31_10-44-22;1;230;84;1;Rests_13
3275;Rests_13_MID_Teil2_2020-07-31_10-44-22;3;202;85;1;Rests_13
3276;Rests_13_MID_Teil2_2020-07-31_10-44-22;2;228;86;1;Rests_13
3277;Rests_13_MID_Teil2_2020-07-31_10-44-22;3;213;86;1;Rests_13
3278;Rests_13_MID_Teil2_2020-07-31_10-44-22;1;223;85;1;Rests_13
3279;Rests_13_MID_Teil2_2020-07-31_10-44-22;1;211;86;1;Rests_13
3280;Rests_13_MID_Teil2_2020-07-31_10-44-22;2;213;87;1;Rests_13
3282;Rests_13_MID_Teil2_2020-07-31_10-44-22;3;206;88;1;Rests_13
3283;Rests_13_MID_Teil2_2020-07-31_10-44-22;2;217;88;1;Rests_13
3287;Rests_13_MID_Teil2_2020-07-31_10-44-22;2;214;89;1;Rests_13
3288;Rests_13_MID_Teil2_2020-07-31_10-44-22;2;207;90;1;Rests_13
3289;Rests_13_MID_Teil2_2020-07-31_10-44-22;3;223;90;1;Rests_13
3290;Rests_13_MID_Teil2_2020-07-31_10-44-22;1;322;89;1;Rests_13
3291;Rests_13_MID_Teil2_2020-07-31_10-44-22;3;206;91;1;Rests_13
3293;Rests_13_MID_Teil2_2020-07-31_10-44-22;1;221;90;1;Rests_13
3295;Rests_13_MID_Teil2_2020-07-31_10-44-22;3;214;92;1;Rests_13
3296;Rests_13_MID_Teil2_2020-07-31_10-44-22;1;224;91;1;Rests_13
3297;Rests_13_MID_Teil2_2020-07-31_10-44-22;1;149;92;1;Rests_13
3298;Rests_13_MID_Teil2_2020-07-31_10-44-22;3;222;93;1;Rests_13
3299;Rests_13_MID_Teil2_2020-07-31_10-44-22;2;219;93;1;Rests_13
3301;Rests_13_MID_Teil2_2020-07-31_10-44-22;3;241;94;1;Rests_13
3302;Rests_13_MID_Teil2_2020-07-31_10-44-22;2;160;94;1;Rests_13
3303;Rests_13_MID_Teil2_2020-07-31_10-44-22;1;248;94;1;Rests_13
3304;Rests_13_MID_Teil2_2020-07-31_10-44-22;3;79;95;1;Rests_13
3305;Rests_13_MID_Teil2_2020-07-31_10-44-22;2;203;95;1;Rests_13
3306;Rests_13_MID_Teil2_2020-07-31_10-44-22;2;204;96;1;Rests_13
3310;Rests_13_MID_Teil2_2020-07-31_10-44-22;3;205;97;1;Rests_13
3311;Rests_13_MID_Teil2_2020-07-31_10-44-22;2;217;97;1;Rests_13
3312;Rests_13_MID_Teil2_2020-07-31_10-44-22;2;219;98;1;Rests_13
3313;Rests_13_MID_Teil2_2020-07-31_10-44-22;1;220;97;1;Rests_13
3314;Rests_13_MID_Teil2_2020-07-31_10-44-22;3;213;98;1;Rests_13
3315;Rests_13_MID_Teil2_2020-07-31_10-44-22;3;230;99;1;Rests_13
3316;Rests_13_MID_Teil2_2020-07-31_10-44-22;1;214;98;1;Rests_13
3321;Rests_13_MID_Teil2_2020-07-31_10-44-22;2;257;101;1;Rests_13
3322;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;4;1;1;Rests_14
3325;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;159;2;1;Rests_14
3329;Rests_14_MID_Teil2_2020-08-07_14-08-37;1;21;3;1;Rests_14
3330;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;218;3;1;Rests_14
3331;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;224;4;1;Rests_14
3332;Rests_14_MID_Teil2_2020-08-07_14-08-37;1;217;4;1;Rests_14
3333;Rests_14_MID_Teil2_2020-08-07_14-08-37;2;209;4;1;Rests_14
3334;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;213;5;1;Rests_14
3335;Rests_14_MID_Teil2_2020-08-07_14-08-37;1;225;5;1;Rests_14
3336;Rests_14_MID_Teil2_2020-08-07_14-08-37;2;211;5;1;Rests_14
3338;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;152;6;1;Rests_14
3340;Rests_14_MID_Teil2_2020-08-07_14-08-37;2;217;7;1;Rests_14
3341;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;265;7;1;Rests_14
3343;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;223;8;1;Rests_14
3344;Rests_14_MID_Teil2_2020-08-07_14-08-37;2;227;8;1;Rests_14
3345;Rests_14_MID_Teil2_2020-08-07_14-08-37;1;205;8;1;Rests_14
3347;Rests_14_MID_Teil2_2020-08-07_14-08-37;1;20;9;1;Rests_14
3348;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;243;9;1;Rests_14
3349;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;275;10;1;Rests_14
3351;Rests_14_MID_Teil2_2020-08-07_14-08-37;1;289;10;1;Rests_14
3352;Rests_14_MID_Teil2_2020-08-07_14-08-37;1;379;11;1;Rests_14
3353;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;240;11;1;Rests_14
3354;Rests_14_MID_Teil2_2020-08-07_14-08-37;2;260;11;1;Rests_14
3355;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;221;12;1;Rests_14
3357;Rests_14_MID_Teil2_2020-08-07_14-08-37;1;257;12;1;Rests_14
3358;Rests_14_MID_Teil2_2020-08-07_14-08-37;2;337;13;1;Rests_14
3359;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;207;13;1;Rests_14
3360;Rests_14_MID_Teil2_2020-08-07_14-08-37;1;22;13;1;Rests_14
3361;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;217;14;1;Rests_14
3362;Rests_14_MID_Teil2_2020-08-07_14-08-37;1;229;14;1;Rests_14
3363;Rests_14_MID_Teil2_2020-08-07_14-08-37;2;231;14;1;Rests_14
3367;Rests_14_MID_Teil2_2020-08-07_14-08-37;1;220;16;1;Rests_14
3368;Rests_14_MID_Teil2_2020-08-07_14-08-37;2;239;16;1;Rests_14
3370;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;238;17;1;Rests_14
3371;Rests_14_MID_Teil2_2020-08-07_14-08-37;1;289;17;1;Rests_14
3372;Rests_14_MID_Teil2_2020-08-07_14-08-37;2;218;17;1;Rests_14
3373;Rests_14_MID_Teil2_2020-08-07_14-08-37;2;232;18;1;Rests_14
3374;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;240;18;1;Rests_14
3375;Rests_14_MID_Teil2_2020-08-07_14-08-37;1;180;18;1;Rests_14
3378;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;221;19;1;Rests_14
3379;Rests_14_MID_Teil2_2020-08-07_14-08-37;1;224;20;1;Rests_14
3380;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;239;20;1;Rests_14
3381;Rests_14_MID_Teil2_2020-08-07_14-08-37;2;306;20;1;Rests_14
3382;Rests_14_MID_Teil2_2020-08-07_14-08-37;1;239;21;1;Rests_14
3385;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;217;22;1;Rests_14
3386;Rests_14_MID_Teil2_2020-08-07_14-08-37;2;228;22;1;Rests_14
3387;Rests_14_MID_Teil2_2020-08-07_14-08-37;1;220;22;1;Rests_14
3388;Rests_14_MID_Teil2_2020-08-07_14-08-37;1;228;23;1;Rests_14
3389;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;352;23;1;Rests_14
3390;Rests_14_MID_Teil2_2020-08-07_14-08-37;2;234;23;1;Rests_14
3392;Rests_14_MID_Teil2_2020-08-07_14-08-37;2;236;24;1;Rests_14
3393;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;282;24;1;Rests_14
3395;Rests_14_MID_Teil2_2020-08-07_14-08-37;2;241;25;1;Rests_14
3396;Rests_14_MID_Teil2_2020-08-07_14-08-37;1;289;25;1;Rests_14
3397;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;236;26;1;Rests_14
3398;Rests_14_MID_Teil2_2020-08-07_14-08-37;1;216;26;1;Rests_14
3399;Rests_14_MID_Teil2_2020-08-07_14-08-37;2;95;26;1;Rests_14
3400;Rests_14_MID_Teil2_2020-08-07_14-08-37;1;263;27;1;Rests_14
3403;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;209;28;1;Rests_14
3404;Rests_14_MID_Teil2_2020-08-07_14-08-37;1;230;28;1;Rests_14
3406;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;227;29;1;Rests_14
3407;Rests_14_MID_Teil2_2020-08-07_14-08-37;1;347;29;1;Rests_14
3410;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;295;30;1;Rests_14
3411;Rests_14_MID_Teil2_2020-08-07_14-08-37;1;225;30;1;Rests_14
3413;Rests_14_MID_Teil2_2020-08-07_14-08-37;2;602;31;1;Rests_14
3415;Rests_14_MID_Teil2_2020-08-07_14-08-37;2;220;32;1;Rests_14
3416;Rests_14_MID_Teil2_2020-08-07_14-08-37;1;229;32;1;Rests_14
3417;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;329;32;1;Rests_14
3418;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;585;33;1;Rests_14
3419;Rests_14_MID_Teil2_2020-08-07_14-08-37;1;299;33;1;Rests_14
3420;Rests_14_MID_Teil2_2020-08-07_14-08-37;2;240;33;1;Rests_14
3421;Rests_14_MID_Teil2_2020-08-07_14-08-37;2;271;34;1;Rests_14
3424;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;229;34;1;Rests_14
3425;Rests_14_MID_Teil2_2020-08-07_14-08-37;2;232;36;1;Rests_14
3427;Rests_14_MID_Teil2_2020-08-07_14-08-37;1;52;35;1;Rests_14
3429;Rests_14_MID_Teil2_2020-08-07_14-08-37;1;214;36;1;Rests_14
3430;Rests_14_MID_Teil2_2020-08-07_14-08-37;2;281;37;1;Rests_14
3431;Rests_14_MID_Teil2_2020-08-07_14-08-37;1;377;37;1;Rests_14
3432;Rests_14_MID_Teil2_2020-08-07_14-08-37;2;219;38;1;Rests_14
3433;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;287;37;1;Rests_14
3434;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;228;38;1;Rests_14
3435;Rests_14_MID_Teil2_2020-08-07_14-08-37;1;252;38;1;Rests_14
3436;Rests_14_MID_Teil2_2020-08-07_14-08-37;2;27;39;1;Rests_14
3437;Rests_14_MID_Teil2_2020-08-07_14-08-37;2;4;40;1;Rests_14
3440;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;258;40;1;Rests_14
3441;Rests_14_MID_Teil2_2020-08-07_14-08-37;1;253;40;1;Rests_14
3442;Rests_14_MID_Teil2_2020-08-07_14-08-37;2;257;41;1;Rests_14
3443;Rests_14_MID_Teil2_2020-08-07_14-08-37;2;282;42;1;Rests_14
3445;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;183;41;1;Rests_14
3447;Rests_14_MID_Teil2_2020-08-07_14-08-37;2;228;43;1;Rests_14
3448;Rests_14_MID_Teil2_2020-08-07_14-08-37;1;38;42;1;Rests_14
3449;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;220;43;1;Rests_14
3450;Rests_14_MID_Teil2_2020-08-07_14-08-37;2;271;44;1;Rests_14
3453;Rests_14_MID_Teil2_2020-08-07_14-08-37;2;211;45;1;Rests_14
3454;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;239;44;1;Rests_14
3455;Rests_14_MID_Teil2_2020-08-07_14-08-37;1;231;45;1;Rests_14
3456;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;104;45;1;Rests_14
3457;Rests_14_MID_Teil2_2020-08-07_14-08-37;2;232;46;1;Rests_14
3458;Rests_14_MID_Teil2_2020-08-07_14-08-37;2;213;47;1;Rests_14
3459;Rests_14_MID_Teil2_2020-08-07_14-08-37;1;211;46;1;Rests_14
3461;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;237;47;1;Rests_14
3466;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;159;48;1;Rests_14
3467;Rests_14_MID_Teil2_2020-08-07_14-08-37;2;307;50;1;Rests_14
3468;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;230;49;1;Rests_14
3472;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;218;50;1;Rests_14
3473;Rests_14_MID_Teil2_2020-08-07_14-08-37;2;529;52;1;Rests_14
3474;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;220;51;1;Rests_14
3475;Rests_14_MID_Teil2_2020-08-07_14-08-37;1;212;51;1;Rests_14
3478;Rests_14_MID_Teil2_2020-08-07_14-08-37;1;269;52;1;Rests_14
3479;Rests_14_MID_Teil2_2020-08-07_14-08-37;2;76;54;1;Rests_14
3480;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;177;53;1;Rests_14
3481;Rests_14_MID_Teil2_2020-08-07_14-08-37;1;270;53;1;Rests_14
3482;Rests_14_MID_Teil2_2020-08-07_14-08-37;1;141;54;1;Rests_14
3483;Rests_14_MID_Teil2_2020-08-07_14-08-37;2;281;55;1;Rests_14
3485;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;185;55;1;Rests_14
3486;Rests_14_MID_Teil2_2020-08-07_14-08-37;1;215;55;1;Rests_14
3487;Rests_14_MID_Teil2_2020-08-07_14-08-37;2;433;56;1;Rests_14
3488;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;2;56;1;Rests_14
3489;Rests_14_MID_Teil2_2020-08-07_14-08-37;2;404;57;1;Rests_14
3490;Rests_14_MID_Teil2_2020-08-07_14-08-37;1;250;56;1;Rests_14
3491;Rests_14_MID_Teil2_2020-08-07_14-08-37;2;247;58;1;Rests_14
3492;Rests_14_MID_Teil2_2020-08-07_14-08-37;1;282;57;1;Rests_14
3493;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;100;57;1;Rests_14
3494;Rests_14_MID_Teil2_2020-08-07_14-08-37;2;223;59;1;Rests_14
3496;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;206;58;1;Rests_14
3497;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;207;59;1;Rests_14
3499;Rests_14_MID_Teil2_2020-08-07_14-08-37;1;268;59;1;Rests_14
3502;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;183;60;1;Rests_14
3503;Rests_14_MID_Teil2_2020-08-07_14-08-37;1;179;61;1;Rests_14
3505;Rests_14_MID_Teil2_2020-08-07_14-08-37;2;303;62;1;Rests_14
3507;Rests_14_MID_Teil2_2020-08-07_14-08-37;2;221;63;1;Rests_14
3508;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;321;62;1;Rests_14
3509;Rests_14_MID_Teil2_2020-08-07_14-08-37;1;114;63;1;Rests_14
3510;Rests_14_MID_Teil2_2020-08-07_14-08-37;2;334;64;1;Rests_14
3512;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;436;64;1;Rests_14
3513;Rests_14_MID_Teil2_2020-08-07_14-08-37;1;110;64;1;Rests_14
3514;Rests_14_MID_Teil2_2020-08-07_14-08-37;2;404;65;1;Rests_14
3515;Rests_14_MID_Teil2_2020-08-07_14-08-37;1;430;65;1;Rests_14
3517;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;194;65;1;Rests_14
3519;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;166;66;1;Rests_14
3521;Rests_14_MID_Teil2_2020-08-07_14-08-37;1;682;67;1;Rests_14
3523;Rests_14_MID_Teil2_2020-08-07_14-08-37;2;212;68;1;Rests_14
3524;Rests_14_MID_Teil2_2020-08-07_14-08-37;1;260;68;1;Rests_14
3526;Rests_14_MID_Teil2_2020-08-07_14-08-37;1;216;69;1;Rests_14
3528;Rests_14_MID_Teil2_2020-08-07_14-08-37;1;231;70;1;Rests_14
3529;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;226;69;1;Rests_14
3531;Rests_14_MID_Teil2_2020-08-07_14-08-37;1;63;71;1;Rests_14
3533;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;230;70;1;Rests_14
3536;Rests_14_MID_Teil2_2020-08-07_14-08-37;1;233;72;1;Rests_14
3537;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;524;72;1;Rests_14
3538;Rests_14_MID_Teil2_2020-08-07_14-08-37;2;243;73;1;Rests_14
3539;Rests_14_MID_Teil2_2020-08-07_14-08-37;1;290;73;1;Rests_14
3540;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;104;73;1;Rests_14
3541;Rests_14_MID_Teil2_2020-08-07_14-08-37;2;241;74;1;Rests_14
3543;Rests_14_MID_Teil2_2020-08-07_14-08-37;1;247;75;1;Rests_14
3544;Rests_14_MID_Teil2_2020-08-07_14-08-37;2;211;75;1;Rests_14
3546;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;477;75;1;Rests_14
3547;Rests_14_MID_Teil2_2020-08-07_14-08-37;2;258;76;1;Rests_14
3548;Rests_14_MID_Teil2_2020-08-07_14-08-37;1;412;76;1;Rests_14
3549;Rests_14_MID_Teil2_2020-08-07_14-08-37;1;224;77;1;Rests_14
3551;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;462;76;1;Rests_14
3552;Rests_14_MID_Teil2_2020-08-07_14-08-37;1;395;78;1;Rests_14
3553;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;27;77;1;Rests_14
3554;Rests_14_MID_Teil2_2020-08-07_14-08-37;2;183;78;1;Rests_14
3556;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;212;78;1;Rests_14
3557;Rests_14_MID_Teil2_2020-08-07_14-08-37;1;236;79;1;Rests_14
3558;Rests_14_MID_Teil2_2020-08-07_14-08-37;1;266;80;1;Rests_14
3559;Rests_14_MID_Teil2_2020-08-07_14-08-37;2;163;80;1;Rests_14
3563;Rests_14_MID_Teil2_2020-08-07_14-08-37;1;220;81;1;Rests_14
3564;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;278;81;1;Rests_14
3566;Rests_14_MID_Teil2_2020-08-07_14-08-37;2;90;82;1;Rests_14
3567;Rests_14_MID_Teil2_2020-08-07_14-08-37;2;516;83;1;Rests_14
3569;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;225;82;1;Rests_14
3570;Rests_14_MID_Teil2_2020-08-07_14-08-37;2;779;84;1;Rests_14
3572;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;206;83;1;Rests_14
3573;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;8;84;1;Rests_14
3574;Rests_14_MID_Teil2_2020-08-07_14-08-37;1;560;85;1;Rests_14
3575;Rests_14_MID_Teil2_2020-08-07_14-08-37;2;236;85;1;Rests_14
3576;Rests_14_MID_Teil2_2020-08-07_14-08-37;1;266;86;1;Rests_14
3577;Rests_14_MID_Teil2_2020-08-07_14-08-37;2;293;86;1;Rests_14
3578;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;233;85;1;Rests_14
3579;Rests_14_MID_Teil2_2020-08-07_14-08-37;2;229;87;1;Rests_14
3580;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;94;86;1;Rests_14
3581;Rests_14_MID_Teil2_2020-08-07_14-08-37;1;255;87;1;Rests_14
3582;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;226;87;1;Rests_14
3584;Rests_14_MID_Teil2_2020-08-07_14-08-37;2;223;88;1;Rests_14
3585;Rests_14_MID_Teil2_2020-08-07_14-08-37;1;371;89;1;Rests_14
3586;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;267;88;1;Rests_14
3587;Rests_14_MID_Teil2_2020-08-07_14-08-37;2;276;89;1;Rests_14
3590;Rests_14_MID_Teil2_2020-08-07_14-08-37;1;237;90;1;Rests_14
3591;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;187;90;1;Rests_14
3592;Rests_14_MID_Teil2_2020-08-07_14-08-37;2;420;91;1;Rests_14
3593;Rests_14_MID_Teil2_2020-08-07_14-08-37;1;501;91;1;Rests_14
3594;Rests_14_MID_Teil2_2020-08-07_14-08-37;2;274;92;1;Rests_14
3596;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;96;91;1;Rests_14
3598;Rests_14_MID_Teil2_2020-08-07_14-08-37;2;475;93;1;Rests_14
3599;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;229;92;1;Rests_14
3601;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;348;93;1;Rests_14
3603;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;251;94;1;Rests_14
3605;Rests_14_MID_Teil2_2020-08-07_14-08-37;1;45;95;1;Rests_14
3606;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;519;95;1;Rests_14
3607;Rests_14_MID_Teil2_2020-08-07_14-08-37;1;237;96;1;Rests_14
3609;Rests_14_MID_Teil2_2020-08-07_14-08-37;2;310;97;1;Rests_14
3610;Rests_14_MID_Teil2_2020-08-07_14-08-37;1;245;97;1;Rests_14
3611;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;51;96;1;Rests_14
3612;Rests_14_MID_Teil2_2020-08-07_14-08-37;1;160;98;1;Rests_14
3613;Rests_14_MID_Teil2_2020-08-07_14-08-37;2;158;98;1;Rests_14
3614;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;291;97;1;Rests_14
3615;Rests_14_MID_Teil2_2020-08-07_14-08-37;2;463;99;1;Rests_14
3617;Rests_14_MID_Teil2_2020-08-07_14-08-37;1;253;99;1;Rests_14
3618;Rests_14_MID_Teil2_2020-08-07_14-08-37;2;397;100;1;Rests_14
3619;Rests_14_MID_Teil2_2020-08-07_14-08-37;1;252;100;1;Rests_14
3620;Rests_14_MID_Teil2_2020-08-07_14-08-37;3;556;99;1;Rests_14
3621;Rests_14_MID_Teil2_2020-08-07_14-08-37;2;255;101;1;Rests_14
3622;Rests_15_MID_Teil2_2020-08-12_13-34-58;2;211;1;1;Rests_15
