ID;ToInclude;Lektion;ReihenfolgeImTag__1;ReihenfolgeImTag__2;ReihenfolgeImTag__3;ReihenfolgeImTag__4;ReihenfolgeImTag__5;ReihenfolgeImTag__6;ReihenfolgeImTag__7;ReihenfolgeImTag__8;ReihenfolgeImTag__9;ReihenfolgeImTag__10;ReihenfolgeImTag__11;ReihenfolgeImTag__12;ReihenfolgeImTag__13;ReihenfolgeImTag__14;ReihenfolgeImTag__15;ReihenfolgeImTag__16;Start0Middel1Abschluss2__1;Start0Middel1Abschluss2__2;Start0Middel1Abschluss2__3;Start0Middel1Abschluss2__4;Start0Middel1Abschluss2__5;Start0Middel1Abschluss2__6;Start0Middel1Abschluss2__7;Start0Middel1Abschluss2__8;Start0Middel1Abschluss2__9;Start0Middel1Abschluss2__10;Start0Middel1Abschluss2__11;Start0Middel1Abschluss2__12;Start0Middel1Abschluss2__13;Start0Middel1Abschluss2__14;Start0Middel1Abschluss2__15;Start0Middel1Abschluss2__16;Test_counter__1;Test_counter__2;Test_counter__3;Test_counter__4;Test_counter__5;Test_counter__6;Test_counter__7;Test_counter__8;Test_counter__9;Test_counter__10;Test_counter__11;Test_counter__12;Test_counter__13;Test_counter__14;Test_counter__15;Test_counter__16;Tag__1;Tag__2;Tag__3;Tag__4;Tag__5;Tag__6;Tag__7;Tag__8;Tag__9;Tag__10;Tag__11;Tag__12;Tag__13;Tag__14;Tag__15;Tag__16;Aufgabe__1;Aufgabe__2;Aufgabe__3;Aufgabe__4;Aufgabe__5;Aufgabe__6;Aufgabe__7;Aufgabe__8;Aufgabe__9;Aufgabe__10;Aufgabe__11;Aufgabe__12;Aufgabe__13;Aufgabe__14;Aufgabe__15;Aufgabe__16;Dauer__1;Dauer__2;Dauer__3;Dauer__4;Dauer__5;Dauer__6;Dauer__7;Dauer__8;Dauer__9;Dauer__10;Dauer__11;Dauer__12;Dauer__13;Dauer__14;Dauer__15;Dauer__16;Zeichen__1;Zeichen__2;Zeichen__3;Zeichen__4;Zeichen__5;Zeichen__6;Zeichen__7;Zeichen__8;Zeichen__9;Zeichen__10;Zeichen__11;Zeichen__12;Zeichen__13;Zeichen__14;Zeichen__15;Zeichen__16;Amin__1;Amin__2;Amin__3;Amin__4;Amin__5;Amin__6;Amin__7;Amin__8;Amin__9;Amin__10;Amin__11;Amin__12;Amin__13;Amin__14;Amin__15;Amin__16;Tippfehler__1;Tippfehler__2;Tippfehler__3;Tippfehler__4;Tippfehler__5;Tippfehler__6;Tippfehler__7;Tippfehler__8;Tippfehler__9;Tippfehler__10;Tippfehler__11;Tippfehler__12;Tippfehler__13;Tippfehler__14;Tippfehler__15;Tippfehler__16;Fehlerquote__1;Fehlerquote__2;Fehlerquote__3;Fehlerquote__4;Fehlerquote__5;Fehlerquote__6;Fehlerquote__7;Fehlerquote__8;Fehlerquote__9;Fehlerquote__10;Fehlerquote__11;Fehlerquote__12;Fehlerquote__13;Fehlerquote__14;Fehlerquote__15;Fehlerquote__16;Punkte__1;Punkte__2;Punkte__3;Punkte__4;Punkte__5;Punkte__6;Punkte__7;Punkte__8;Punkte__9;Punkte__10;Punkte__11;Punkte__12;Punkte__13;Punkte__14;Punkte__15;Punkte__16;Anzahl_Richtige__1;Anzahl_Richtige__2;Anzahl_Richtige__3;Anzahl_Richtige__4;Anzahl_Richtige__5;Anzahl_Richtige__6;Anzahl_Richtige__7;Anzahl_Richtige__8;Anzahl_Richtige__9;Anzahl_Richtige__10;Anzahl_Richtige__11;Anzahl_Richtige__12;Anzahl_Richtige__13;Anzahl_Richtige__14;Anzahl_Richtige__15;Anzahl_Richtige__16
VP_11;1;3;1;2;1;2;3;4;5;6;1;2;1;2;1;2;1;2;0;2;0;1;1;1;1;2;0;2;0;2;0;2;0;2;1;1;2;2;2;2;2;2;3;3;4;4;5;5;6;6;1;1;2;2;2;2;2;2;3;3;4;4;5;5;6;6;Lektion 06;Lektion 09;Lektion 09 A _ Start Tag 2;Lektion 11;Lektion 13;Lektion 16;Lektion 19;Lektion 21 A _ Abschluss Tag 2;Lektion 21 B _ Start Tag 3;Lektion 34 A _ Abschluss Tag 3;Lektion 34 B _ Start Tag 4;Lektion 46 A _ Abschluss Tag 4;Lektion 46 B _ Start Tag 5;Lektion 60 A - Abschluss Tag 5;Lektion 60 B _ Start Tag 6;Lektion 68;3;3;3;5;4;3;3;3;3;3;3;3;3;3;3;3;414;368;401;675;561;381;476;506;476;572;509;612;600;651;645;647;148;132;140;142;147;134;165;177;165;196;175;212;206;227;224;225;30;28;18;36;27;21;19;24;18;17;17;23;17;31;26;28;07. Feb;07. Jun;04. Mai;05. Mrz;04. Aug;05. Mai;4;04. Jul;03. Aug;3;03. Mrz;03. Aug;02. Aug;04. Aug;4;04. Mrz;71;67;82;79;82;77;87;86;88;94;90;93;95;91;93;92;384;340;383;639;534;360;457;482;458;555;492;589;583;620;619;619
VP_12;1;3;1;2;1;2;3;4;5;6;1;2;1;2;1;2;1;2;0;2;0;1;1;1;1;2;0;2;0;2;0;2;0;2;1;1;2;2;2;2;2;2;3;3;4;4;5;5;6;6;1;1;2;2;2;2;2;2;3;3;4;4;5;5;6;6;Lektion 06;Lektion 09;Lektion 09 A _ Start Tag 2;Lektion 11;Lektion 13;Lektion 16;Lektion 19;Lektion 21 A _ Abschluss Tag 2;Lektion 21 B _ Start Tag 3;Lektion 34 A _ Abschluss Tag 3;Lektion 34 B _ Start Tag 4;Lektion 46 A _ Abschluss Tag 4;Lektion 46 B _ Start Tag 5;Lektion 60 A - Abschluss Tag 5;Lektion 60 B _ Start Tag 6;Lektion 68;3;3;3;5;4;3;3;3;3;3;3;3;3;3;3;3;163;213;198;415;355;289;296;313;327;306;335;381;334;389;417;454;57;77;68;87;92;102;105;107;110;105;113;131;115;132;142;154;8;18;5;19;14;16;18;7;4;8;5;13;12;6;10;8;04. Sep;08. Mai;02. Mai;04. Jun;03. Sep;05. Mai;06. Jan;02. Feb;01. Feb;02. Jun;01. Mai;03. Apr;03. Jun;01. Mai;02. Apr;01. Aug;62;49;73;72;75;71;70;83;86;81;86;84;81;89;89;92;155;195;193;396;341;273;278;306;323;298;330;368;322;383;407;446
VP_13;1;3;1;2;1;2;3;4;5;6;1;2;1;2;1;2;1;2;0;2;0;1;1;1;1;2;0;2;0;2;0;2;0;2;1;1;2;2;2;2;2;2;3;3;4;4;5;5;6;6;1;1;2;2;2;2;2;2;3;3;4;4;5;5;6;6;Lektion 06;Lektion 09;Lektion 09 A _ Start Tag 2;Lektion 11;Lektion 13;Lektion 16;Lektion 19;Lektion 21 A _ Abschluss Tag 2;Lektion 21 B _ Start Tag 3;Lektion 34 A _ Abschluss Tag 3;Lektion 34 B _ Start Tag 4;Lektion 46 A _ Abschluss Tag 4;Lektion 46 B _ Start Tag 5;Lektion 60 A - Abschluss Tag 5;Lektion 60 B _ Start Tag 6;Lektion 68;3;3;3;5;4;3;3;3;3;3;3;3;3;3;3;3;171;246;227;565;565;370;409;499;496;557;574;590;662;673;691;700;58;83;77;117;145;126;142;172;168;190;193;201;221;228;234;238;2;3;5;19;13;9;16;16;7;12;5;14;2;10;12;14;01. Feb;01. Feb;02. Feb;03. Apr;02. Mrz;02. Apr;03. Sep;03. Feb;01. Apr;02. Feb;0.9;02. Apr;0.3;01. Mai;01. Jul;2;73;80;76;82;89;86;84;90;94;95;99;96;103;101;101;100;169;243;222;546;552;361;393;483;489;545;569;576;660;663;679;686
VP_14;1;3;1;2;1;2;3;4;5;6;1;2;1;2;1;2;1;2;0;2;0;1;1;1;1;2;0;2;0;2;0;2;0;2;1;1;2;2;2;2;2;2;3;3;4;4;5;5;6;6;1;1;2;2;2;2;2;2;3;3;4;4;5;5;6;6;Lektion 06;Lektion 09;Lektion 09 A _ Start Tag 2;Lektion 11;Lektion 13;Lektion 16;Lektion 19;Lektion 21 A _ Abschluss Tag 2;Lektion 21 B _ Start Tag 3;Lektion 34 A _ Abschluss Tag 3;Lektion 34 B _ Start Tag 4;Lektion 46 A _ Abschluss Tag 4;Lektion 46 B _ Start Tag 5;Lektion 60 A - Abschluss Tag 5;Lektion 60 B _ Start Tag 6;Lektion 68;3;3;3;5;4;3;3;3;3;3;3;3;3;3;3;3;70;74;79;142;135;85;107;112;120;109;127;144;129;135;145;143;29;29;35;33;36;31;41;44;44;42;46;50;48;48;51;51;17;14;25;22;7;9;16;20;11;17;12;7;14;10;8;9;24. Mrz;18. Sep;31.6;15. Mai;05. Feb;10. Jun;15;17. Sep;09. Feb;15. Jun;09. Apr;04. Sep;10. Sep;07. Apr;05. Mai;06. Mrz;0;0;0;0;51;0;0;0;31;0;29;59;0;47;57;54;53;60;54;120;128;76;91;92;109;92;115;137;115;125;137;134
VP_15;1;3;1;2;1;2;3;4;5;6;1;2;1;2;1;2;1;2;0;2;0;1;1;1;1;2;0;2;0;2;0;2;0;2;1;1;2;2;2;2;2;2;3;3;4;4;5;5;6;6;1;1;2;2;2;2;2;2;3;3;4;4;5;5;6;6;Lektion 06;Lektion 09;Lektion 09 A _ Start Tag 2;Lektion 11;Lektion 13;Lektion 16;Lektion 19;Lektion 21 A _ Abschluss Tag 2;Lektion 21 B _ Start Tag 3;Lektion 34 A _ Abschluss Tag 3;Lektion 34 B _ Start Tag 4;Lektion 46 A _ Abschluss Tag 4;Lektion 46 B _ Start Tag 5;Lektion 60 A - Abschluss Tag 5;Lektion 60 B _ Start Tag 6;Lektion 68;3;3;3;5;4;3;3;3;3;3;3;3;3;3;3;3;139;163;131;252;248;255;249;279;216;297;291;323;284;335;323;367;49;61;52;61;71;94;91;100;80;107;104;117;103;119;113;127;9;19;25;54;35;28;23;21;24;25;20;27;25;22;16;15;06. Mai;11. Jul;19. Jan;21. Apr;14. Jan;11;09. Feb;07. Mai;11. Jan;08. Apr;06. Sep;08. Apr;08. Aug;06. Jun;5;04. Jan;52;0;0;0;0;0;45;61;0;57;66;59;53;70;76;81;130;144;106;198;213;227;226;258;192;272;271;296;259;313;307;352
VP_16;1;3;1;2;1;2;3;4;5;6;1;2;1;2;1;2;1;2;0;2;0;1;1;1;1;2;0;2;0;2;0;2;0;2;1;1;2;2;2;2;2;2;3;3;4;4;5;5;6;6;1;1;2;2;2;2;2;2;3;3;4;4;5;5;6;6;Lektion 06;Lektion 09;Lektion 09 A _ Start Tag 2;Lektion 11;Lektion 13;Lektion 16;Lektion 19;Lektion 21 A _ Abschluss Tag 2;Lektion 21 B _ Start Tag 3;Lektion 34 A _ Abschluss Tag 3;Lektion 34 B _ Start Tag 4;Lektion 46 A _ Abschluss Tag 4;Lektion 46 B _ Start Tag 5;Lektion 60 A - Abschluss Tag 5;Lektion 60 B _ Start Tag 6;Lektion 68;3;3;3;5;4;3;3;3;3;3;3;3;3;3;3;3;78;92;96;185;173;121;150;156;121;177;133;171;177;219;197;235;26;31;32;37;44;42;51;53;42;59;46;58;60;74;68;79;0;1;1;2;1;4;3;2;6;0;6;2;2;2;6;2;0;01. Jan;1;01. Jan;0.6;03. Mrz;2;01. Mrz;5;0;04. Mai;01. Feb;01. Jan;0.9;3;0.9;58;60;61;64;68;60;68;70;55;76;59;73;73;78;71;80;78;91;95;183;172;117;147;154;115;177;127;169;175;217;191;233
VP_17;1;3;1;2;1;2;3;4;5;6;1;2;1;2;1;2;1;2;0;2;0;1;1;1;1;2;0;2;0;2;0;2;0;2;1;1;2;2;2;2;2;2;3;3;4;4;5;5;6;6;1;1;2;2;2;2;2;2;3;3;4;4;5;5;6;6;Lektion 06;Lektion 09;Lektion 09 A _ Start Tag 2;Lektion 11;Lektion 13;Lektion 16;Lektion 19;Lektion 21 A _ Abschluss Tag 2;Lektion 21 B _ Start Tag 3;Lektion 34 A _ Abschluss Tag 3;Lektion 34 B _ Start Tag 4;Lektion 46 A _ Abschluss Tag 4;Lektion 46 B _ Start Tag 5;Lektion 60 A - Abschluss Tag 5;Lektion 60 B _ Start Tag 6;Lektion 68;3;3;3;5;4;3;3;3;3;3;3;3;3;3;3;3;627;724;746;1144;891;654;784;745;742;864;881;814;868;890;896;934;212;246;254;235;227;223;265;253;251;291;295;275;296;302;303;315;10;14;16;31;18;15;12;13;11;9;5;11;21;15;13;11;01. Jun;01. Sep;02. Jan;02. Jul;2;02. Mrz;01. Mai;01. Jul;01. Mai;1;0.6;01. Apr;02. Apr;01. Jul;01. Mai;01. Feb;99;101;101;98;99;98;104;102;103;107;108;105;104;106;107;108;617;710;730;1113;873;639;772;732;731;855;876;803;847;875;883;923
VP_18;1;3;1;2;1;2;3;4;5;6;1;2;1;2;1;2;1;2;0;2;0;1;1;1;1;2;0;2;0;2;0;2;0;2;1;1;2;2;2;2;2;2;3;3;4;4;5;5;6;6;1;1;2;2;2;2;2;2;3;3;4;4;5;5;6;6;Lektion 06;Lektion 09;Lektion 09 A _ Start Tag 2;Lektion 11;Lektion 13;Lektion 16;Lektion 19;Lektion 21 A _ Abschluss Tag 2;Lektion 21 B _ Start Tag 3;Lektion 34 A _ Abschluss Tag 3;Lektion 34 B _ Start Tag 4;Lektion 46 A _ Abschluss Tag 4;Lektion 46 B _ Start Tag 5;Lektion 60 A - Abschluss Tag 5;Lektion 60 B _ Start Tag 6;Lektion 68;3;3;3;5;4;3;3;3;3;3;3;3;3;3;3;3;145;188;141;318;309;146;196;189;263;242;252;260;252;275;287;290;51;64;50;67;81;52;67;65;91;83;86;89;87;93;97;99;7;3;8;15;13;9;5;5;9;7;5;8;9;4;4;7;04. Aug;01. Jun;05. Jul;04. Jul;04. Feb;06. Feb;02. Jun;02. Jun;03. Apr;02. Sep;2;03. Jan;03. Jun;01. Mai;01. Apr;02. Apr;59;74;56;66;71;55;72;71;76;76;79;77;75;82;83;81;138;185;133;303;296;137;191;184;254;235;247;252;243;271;283;283
VP_19;1;3;1;2;1;2;3;4;5;6;1;2;1;2;1;2;1;2;0;2;0;1;1;1;1;2;0;2;0;2;0;2;0;2;1;1;2;2;2;2;2;2;3;3;4;4;5;5;6;6;1;1;2;2;2;2;2;2;3;3;4;4;5;5;6;6;Lektion 06;Lektion 09;Lektion 09 A _ Start Tag 2;Lektion 11;Lektion 13;Lektion 16;Lektion 19;Lektion 21 A _ Abschluss Tag 2;Lektion 21 B _ Start Tag 3;Lektion 34 A _ Abschluss Tag 3;Lektion 34 B _ Start Tag 4;Lektion 46 A _ Abschluss Tag 4;Lektion 46 B _ Start Tag 5;Lektion 60 A - Abschluss Tag 5;Lektion 60 B _ Start Tag 6;Lektion 68;3;3;3;5;4;3;3;3;3;3;3;3;3;3;3;3;96;151;128;256;205;141;355;95;169;523;66;557;516;508;539;516;38;54;44;57;54;53;128;33;58;181;25;195;180;179;187;181;17;11;5;28;12;17;30;5;6;19;9;28;25;28;21;26;17. Jul;07. Mrz;03. Sep;10. Sep;05. Sep;12. Jan;08. Mai;05. Mrz;03. Jun;03. Jun;13. Jun;5;04. Aug;05. Mai;03. Sep;5;0;50;60;0;57;0;60;49;67;90;0;87;86;83;90;85;79;140;123;228;193;124;325;90;163;504;57;529;491;480;518;490
VP_20;1;3;1;2;1;2;3;4;5;6;1;2;1;2;1;2;1;2;0;2;0;1;1;1;1;2;0;2;0;2;0;2;0;2;1;1;2;2;2;2;2;2;3;3;4;4;5;5;6;6;1;1;2;2;2;2;2;2;3;3;4;4;5;5;6;6;Lektion 06;Lektion 09;Lektion 09 A _ Start Tag 2;Lektion 11;Lektion 13;Lektion 16;Lektion 19;Lektion 21 A _ Abschluss Tag 2;Lektion 21 B _ Start Tag 3;Lektion 34 A _ Abschluss Tag 3;Lektion 34 B _ Start Tag 4;Lektion 46 A _ Abschluss Tag 4;Lektion 46 B _ Start Tag 5;Lektion 60 A - Abschluss Tag 5;Lektion 60 B _ Start Tag 6;Lektion 68;3;3;3;5;4;3;3;3;3;3;3;3;3;3;3;3;283;304;264;504;389;322;303;313;81;172;173;213;233;275;279;313;96;102;91;102;100;109;104;108;33;64;61;75;80;97;99;107;5;2;10;7;9;4;8;10;18;20;11;12;7;15;18;8;01. Aug;0.7;03. Aug;01. Apr;02. Mrz;01. Feb;02. Jun;03. Feb;22. Feb;11. Jun;06. Apr;05. Jun;3;05. Mai;06. Mai;02. Jun;82;86;75;84;81;86;81;80;0;0;57;65;75;71;67;82;278;302;254;497;380;318;295;303;63;152;162;201;226;260;261;305
VP_21;1;3;1;2;1;2;3;4;5;6;1;2;1;2;1;2;1;2;0;2;0;1;1;1;1;2;0;2;0;2;0;2;0;2;1;1;2;2;2;2;2;2;3;3;4;4;5;5;6;6;1;1;2;2;2;2;2;2;3;3;4;4;5;5;6;6;Lektion 06;Lektion 09;Lektion 09 A _ Start Tag 2;Lektion 11;Lektion 13;Lektion 16;Lektion 19;Lektion 21 A _ Abschluss Tag 2;Lektion 21 B _ Start Tag 3;Lektion 34 A _ Abschluss Tag 3;Lektion 34 B _ Start Tag 4;Lektion 46 A _ Abschluss Tag 4;Lektion 46 B _ Start Tag 5;Lektion 60 A - Abschluss Tag 5;Lektion 60 B _ Start Tag 6;Lektion 68;3;3;3;5;4;3;3;3;3;3;3;3;3;3;3;3;331;389;314;598;516;410;429;441;210;389;388;410;399;421;429;421;112;132;106;120;130;137;144;148;71;131;130;138;134;141;144;142;4;8;5;2;3;1;3;2;2;4;1;3;2;3;4;4;01. Feb;02. Jan;01. Jun;0.3;0.6;0.2;0.7;0.5;1;1;0.3;0.7;0.5;0.7;0.9;1;86;88;84;90;91;93;93;94;77;90;92;92;92;92;92;92;327;381;309;596;513;409;426;439;208;385;387;407;397;418;425;417
VP_22;1;3;1;2;1;2;3;4;5;6;1;2;1;2;1;2;1;2;0;2;0;1;1;1;1;2;0;2;0;2;0;2;0;2;1;1;2;2;2;2;2;2;3;3;4;4;5;5;6;6;1;1;2;2;2;2;2;2;3;3;4;4;5;5;6;6;Lektion 06;Lektion 09;Lektion 09 A _ Start Tag 2;Lektion 11;Lektion 13;Lektion 16;Lektion 19;Lektion 21 A _ Abschluss Tag 2;Lektion 21 B _ Start Tag 3;Lektion 34 A _ Abschluss Tag 3;Lektion 34 B _ Start Tag 4;Lektion 46 A _ Abschluss Tag 4;Lektion 46 B _ Start Tag 5;Lektion 60 A - Abschluss Tag 5;Lektion 60 B _ Start Tag 6;Lektion 68;3;3;3;5;4;3;3;3;3;3;3;3;3;3;3;3;310;364;358;752;700;515;543;564;540;604;598;628;615;591;628;617;105;125;121;153;178;175;185;194;183;209;206;214;208;203;212;210;6;10;5;12;11;10;13;19;8;23;21;15;8;19;9;14;01. Sep;02. Jul;01. Apr;01. Jun;01. Jun;01. Sep;02. Apr;03. Apr;01. Mai;03. Aug;03. Mai;02. Apr;01. Mrz;03. Feb;01. Apr;02. Mrz;83;85;88;92;95;94;94;92;96;93;93;97;99;94;99;97;304;354;353;740;689;505;530;545;532;581;577;613;607;572;619;603
VP_23;1;3;1;2;1;2;3;4;5;6;1;2;1;2;1;2;1;2;0;2;0;1;1;1;1;2;0;2;0;2;0;2;0;2;1;1;2;2;2;2;2;2;3;3;4;4;5;5;6;6;1;1;2;2;2;2;2;2;3;3;4;4;5;5;6;6;Lektion 06;Lektion 09;Lektion 09 A _ Start Tag 2;Lektion 11;Lektion 13;Lektion 16;Lektion 19;Lektion 21 A _ Abschluss Tag 2;Lektion 21 B _ Start Tag 3;Lektion 34 A _ Abschluss Tag 3;Lektion 34 B _ Start Tag 4;Lektion 46 A _ Abschluss Tag 4;Lektion 46 B _ Start Tag 5;Lektion 60 A - Abschluss Tag 5;Lektion 60 B _ Start Tag 6;Lektion 68;3;3;3;5;4;3;3;3;3;3;3;3;3;3;3;3;294;429;313;706;595;437;442;497;482;474;477;516;412;539;526;599;106;154;111;148;156;153;159;176;165;168;163;181;144;194;188;213;23;33;19;32;28;21;34;31;12;31;11;27;21;42;37;41;07. Aug;07. Jul;06. Jan;04. Mai;04. Jul;04. Aug;07. Jul;06. Feb;02. Mai;06. Mai;02. Mrz;05. Feb;05. Jan;07. Aug;7;06. Aug;61;69;71;83;83;83;70;80;91;78;92;85;80;74;77;81;271;396;294;674;567;416;408;466;470;443;466;489;391;497;489;558
VP_24;1;3;1;2;1;2;3;4;5;6;1;2;1;2;1;2;1;2;0;2;0;1;1;1;1;2;0;2;0;2;0;2;0;2;1;1;2;2;2;2;2;2;3;3;4;4;5;5;6;6;1;1;2;2;2;2;2;2;3;3;4;4;5;5;6;6;Lektion 06;Lektion 09;Lektion 09 A _ Start Tag 2;Lektion 11;Lektion 13;Lektion 16;Lektion 19;Lektion 21 A _ Abschluss Tag 2;Lektion 21 B _ Start Tag 3;Lektion 34 A _ Abschluss Tag 3;Lektion 34 B _ Start Tag 4;Lektion 46 A _ Abschluss Tag 4;Lektion 46 B _ Start Tag 5;Lektion 60 A - Abschluss Tag 5;Lektion 60 B _ Start Tag 6;Lektion 68;3;3;3;5;4;3;3;3;3;3;3;3;3;3;3;3;263;321;287;614;495;395;436;427;341;457;456;493;513;538;525;552;99;116;103;136;138;139;153;153;117;163;160;175;181;190;186;191;33;28;22;65;57;22;22;32;10;31;24;32;29;31;32;20;12. Mai;08. Jul;07. Jul;10. Jun;11. Mai;05. Jun;5;07. Mai;02. Sep;06. Aug;05. Mrz;06. Mai;05. Jul;05. Aug;06. Jan;03. Jun;0;56;61;27;0;78;82;71;83;76;82;79;83;84;82;91;230;293;265;549;438;373;414;395;331;426;432;461;484;507;493;532
VP_25;1;3;1;2;1;2;3;4;5;6;1;2;1;2;1;2;1;2;0;2;0;1;1;1;1;2;0;2;0;2;0;2;0;2;1;1;2;2;2;2;2;2;3;3;4;4;5;5;6;6;1;1;2;2;2;2;2;2;3;3;4;4;5;5;6;6;Lektion 06;Lektion 09;Lektion 09 A _ Start Tag 2;Lektion 11;Lektion 13;Lektion 16;Lektion 19;Lektion 21 A _ Abschluss Tag 2;Lektion 21 B _ Start Tag 3;Lektion 34 A _ Abschluss Tag 3;Lektion 34 B _ Start Tag 4;Lektion 46 A _ Abschluss Tag 4;Lektion 46 B _ Start Tag 5;Lektion 60 A - Abschluss Tag 5;Lektion 60 B _ Start Tag 6;Lektion 68;3;3;3;5;4;3;3;3;3;3;3;3;3;3;3;3;81;81;88;171;136;105;110;117;104;129;123;144;129;145;144;158;34;34;37;39;38;40;40;42;38;45;43;50;43;51;49;55;20;21;23;25;16;14;10;8;10;7;6;7;1;7;4;7;24. Jul;25. Sep;26. Jan;14. Jun;11. Aug;13. Mrz;09. Jan;06. Aug;09. Jun;05. Apr;04. Sep;04. Sep;0.8;04. Aug;02. Aug;04. Apr;0;0;0;0;0;0;30;47;22;55;56;59;67;59;65;63;61;60;65;146;120;91;100;109;94;122;117;137;128;138;140;151
VP_26;1;3;1;2;1;2;3;4;5;6;1;2;1;2;1;2;1;2;0;2;0;1;1;1;1;2;0;2;0;2;0;2;0;2;1;1;2;2;2;2;2;2;3;3;4;4;5;5;6;6;1;1;2;2;2;2;2;2;3;3;4;4;5;5;6;6;Lektion 06;Lektion 09;Lektion 09 A _ Start Tag 2;Lektion 11;Lektion 13;Lektion 16;Lektion 19;Lektion 21 A _ Abschluss Tag 2;Lektion 21 B _ Start Tag 3;Lektion 34 A _ Abschluss Tag 3;Lektion 34 B _ Start Tag 4;Lektion 46 A _ Abschluss Tag 4;Lektion 46 B _ Start Tag 5;Lektion 60 A - Abschluss Tag 5;Lektion 60 B _ Start Tag 6;Lektion 68;3;3;3;5;4;3;3;3;3;3;3;3;3;3;3;3;306;350;260;607;558;421;395;476;391;540;519;557;540;597;551;565;106;123;90;124;143;144;136;168;134;191;178;194;185;208;191;194;11;19;11;15;13;12;13;27;12;33;16;26;15;27;21;18;03. Jun;05. Apr;04. Feb;02. Mai;02. Mrz;02. Sep;03. Mrz;05. Jul;03. Jan;06. Jan;03. Jan;04. Jul;02. Aug;04. Mai;03. Aug;03. Feb;79;76;74;85;89;88;85;81;85;82;91;88;93;90;91;93;295;331;249;592;545;409;382;449;379;507;503;531;525;570;530;547
VP_27;1;3;1;2;1;2;3;4;5;6;1;2;1;2;1;2;1;2;0;2;0;1;1;1;1;2;0;2;0;2;0;2;0;2;1;1;2;2;2;2;2;2;3;3;4;4;5;5;6;6;1;1;2;2;2;2;2;2;3;3;4;4;5;5;6;6;Lektion 06;Lektion 09;Lektion 09 A _ Start Tag 2;Lektion 11;Lektion 13;Lektion 16;Lektion 19;Lektion 21 A _ Abschluss Tag 2;Lektion 21 B _ Start Tag 3;Lektion 34 A _ Abschluss Tag 3;Lektion 34 B _ Start Tag 4;Lektion 46 A _ Abschluss Tag 4;Lektion 46 B _ Start Tag 5;Lektion 60 A - Abschluss Tag 5;Lektion 60 B _ Start Tag 6;Lektion 68;3;3;3;5;4;3;3;3;3;3;3;3;3;3;3;3;97;105;84;193;167;121;142;140;149;228;218;306;278;383;338;370;34;37;30;40;43;43;49;48;51;79;75;104;96;130;118;129;4;5;5;8;6;9;5;3;5;10;8;7;11;6;16;16;04. Jan;04. Aug;6;04. Jan;03. Jun;07. Apr;03. Mai;02. Jan;03. Apr;04. Apr;03. Jul;02. Mrz;4;01. Jun;04. Jul;04. Mrz;53;53;44;57;60;44;63;66;64;70;72;82;76;89;78;81;93;100;79;185;161;112;137;137;144;218;210;299;267;377;322;354
VP_28;1;3;1;2;1;2;3;4;5;6;1;2;1;2;1;2;1;2;0;2;0;1;1;1;1;2;0;2;0;2;0;2;0;2;1;1;2;2;2;2;2;2;3;3;4;4;5;5;6;6;1;1;2;2;2;2;2;2;3;3;4;4;5;5;6;6;Lektion 06;Lektion 09;Lektion 09 A _ Start Tag 2;Lektion 11;Lektion 13;Lektion 16;Lektion 19;Lektion 21 A _ Abschluss Tag 2;Lektion 21 B _ Start Tag 3;Lektion 34 A _ Abschluss Tag 3;Lektion 34 B _ Start Tag 4;Lektion 46 A _ Abschluss Tag 4;Lektion 46 B _ Start Tag 5;Lektion 60 A - Abschluss Tag 5;Lektion 60 B _ Start Tag 6;Lektion 68;3;3;3;5;4;3;3;3;3;3;3;3;3;3;3;3;297;184;169;354;302;197;265;313;208;314;257;369;314;404;388;424;102;62;57;74;78;66;90;108;72;107;89;127;106;136;131;143;9;2;2;18;8;2;6;11;9;8;9;11;5;4;4;5;3;01. Jan;01. Feb;05. Jan;02. Jun;1;02. Mrz;03. Mai;04. Mrz;02. Mai;03. Mai;3;01. Jun;1;1;01. Feb;80;74;72;67;75;76;79;80;69;82;76;84;84;91;90;92;288;182;167;336;294;195;259;302;199;306;248;358;309;400;384;419
VP_29;1;3;1;2;1;2;3;4;5;6;1;2;1;2;1;2;1;2;0;2;0;1;1;1;1;2;0;2;0;2;0;2;0;2;1;1;2;2;2;2;2;2;3;3;4;4;5;5;6;6;1;1;2;2;2;2;2;2;3;3;4;4;5;5;6;6;Lektion 06;Lektion 09;Lektion 09 A _ Start Tag 2;Lektion 11;Lektion 13;Lektion 16;Lektion 19;Lektion 21 A _ Abschluss Tag 2;Lektion 21 B _ Start Tag 3;Lektion 34 A _ Abschluss Tag 3;Lektion 34 B _ Start Tag 4;Lektion 46 A _ Abschluss Tag 4;Lektion 46 B _ Start Tag 5;Lektion 60 A - Abschluss Tag 5;Lektion 60 B _ Start Tag 6;Lektion 68;3;3;3;5;4;3;3;3;3;3;3;3;3;3;3;3;163;177;176;392;302;220;257;273;237;249;244;319;361;315;314;386;56;61;61;80;77;75;87;93;80;85;83;108;121;107;107;131;6;5;6;6;7;4;3;6;3;6;4;4;2;5;6;7;03. Jul;02. Aug;03. Apr;01. Mai;02. Mrz;01. Aug;01. Feb;02. Feb;01. Mrz;02. Apr;01. Jun;01. Mrz;0.6;01. Jun;01. Sep;01. Aug;65;69;68;78;76;76;81;80;79;78;79;85;90;84;84;88;157;172;170;386;295;216;254;267;234;243;240;315;359;310;308;379
